Course Title,University,Country,Course Area
American Philosophy,National Taiwan University,Taiwan,General Education - Arts
American Politics,National Taiwan University,Taiwan,General Education - Arts
Asian Islamic and Colonial Architecture,National Taiwan University,Taiwan,General Education - Arts
Clinic Thanatology,National Taiwan University,Taiwan,General Education - Arts
Exploring Taiwan: natural environment and resources,National Taiwan University,Taiwan,General Education - Arts
Film Inside Out,National Taiwan University,Taiwan,General Education - Arts
Introduction to Dream of the Red Chamber II,National Taiwan University,Taiwan,General Education - Arts
Introduction to Field Geology (II),National Taiwan University,Taiwan,General Education - Arts
Introduction to Field Geology (Ⅱ) ,National Taiwan University,Taiwan,General Education - Arts
Introduction to Modern Southeast Asia: History and Archaeology,National Taiwan University,Taiwan,General Education - Arts
Jazz Music,National Taiwan University,Taiwan,General Education - Arts
Music Signal Analysis and Retrieval,National Taiwan University,Taiwan,General Education - Arts
Music and Culture in Baroque Italy,National Taiwan University,Taiwan,General Education - Arts
"Russian Classical Movies: History, Culture and Mentality",National Taiwan University,Taiwan,General Education - Arts
Soundscape/sound Art: Concepts and Practices,National Taiwan University,Taiwan,General Education - Arts
Western Music and Asia,National Taiwan University,Taiwan,General Education - Arts
Essentials of Global Health,National Taiwan University,Taiwan,General Education - Science
General Ecology,National Taiwan University,Taiwan,General Education - Science
Introduction to Sustainable Chemical Science and Technology,National Taiwan University,Taiwan,General Education - Science
Economic History (Ⅱ),National Taiwan University,Taiwan,Globalisation
Global Market Management,National Taiwan University,Taiwan,Globalisation
Great Discoveries in World Archaeology,National Taiwan University,Taiwan,Globalisation
International Agricultural Cooperation,National Taiwan University,Taiwan,Globalisation
International Business Strategy,National Taiwan University,Taiwan,Globalisation
International Political Economy,National Taiwan University,Taiwan,Globalisation
Agricultural Development,National Taiwan University,Taiwan,Global and Regional Studies
Cross-cultural Management,National Taiwan University,Taiwan,Global and Regional Studies
Economic Development in East Asia,National Taiwan University,Taiwan,Global and Regional Studies
General Introduction of Financial Industry in China,National Taiwan University,Taiwan,Global and Regional Studies
Industry Organization and Development of Taiwan,National Taiwan University,Taiwan,Global and Regional Studies
MULTINATIONAL BUSINESS MANAGEMENT,National Taiwan University,Taiwan,Global and Regional Studies
Market and Economic Development of Taiwan (Ⅱ),National Taiwan University,Taiwan,Global and Regional Studies
Multinational Business Management,National Taiwan University,Taiwan,Global and Regional Studies
ORGANIZATION STRUCTURE AND INTERNATIONALIZATION,National Taiwan University,Taiwan,Global and Regional Studies
Seminar on Taiwan's Economic and Social policies,National Taiwan University,Taiwan,Global and Regional Studies
The Political Economy of Development in Taiwan,National Taiwan University,Taiwan,Global and Regional Studies
Managing Global Acquisitions and Restructuring,National Taiwan University,Taiwan,GRS + MGMT
Accounting (Ⅰ),National Taiwan University,Taiwan,Business-Oriented Elective
Blockchain and Big Data,National Taiwan University,Taiwan,Business-Oriented Elective
Business Management,National Taiwan University,Taiwan,Business-Oriented Elective
Organizational Behavior,National Taiwan University,Taiwan,Business-Oriented Elective
Strategic Management of Technological Innovation,National Taiwan University,Taiwan,IS Management Depth Elective
Introduction to Computer Networks,National Taiwan University,Taiwan,IS Depth Elective
Ecology,National Taiwan University,Taiwan,IS Options
Marketing Management,National Taiwan University,Taiwan,IS Options
Operations Research,National Taiwan University,Taiwan,IS Options
MARKETING COMMUNICATION,National Taiwan University,Taiwan,SSMR (Econs/Acct/Business)
Family Psychology,National Taiwan University,Taiwan,SSMR (Social Science)
SOCIOLOGY OF MUSIC,National Taiwan University,Taiwan,SSMR (Social Science)
GLOBALIZATION OF ASIAN CITIES,National Taiwan University,Taiwan,Political Science Major
POLITICAL ECONOMY OF SOUTHEAST ASIA,National Taiwan University,Taiwan,Political Science Major
GENDER STUDY,National Taiwan University,Taiwan,Sociology Major Elective
MATERIAL CULTURE,National Taiwan University,Taiwan,Sociology Major Elective
Social Stratification and Social Mobility,National Taiwan University,Taiwan,Sociology Major Elective
Sociology of Love,National Taiwan University,Taiwan,Sociology Major Elective
E-business,National Taiwan University,Taiwan,Technology & Entrepreneurship
E-business,National Taiwan University,Taiwan,Technology and Entrepreneursh
E-business,National Taiwan University,Taiwan,Technology and Entrepreneurshi
E-commerce,National Taiwan University,Taiwan,Technology & Entrepreneurship
E-commerce,National Taiwan University,Taiwan,Technology and Entrepreneursh
E-commerce,National Taiwan University,Taiwan,Technology and Entrepreneurshi
Entrepreneurship and Innovation,National Taiwan University,Taiwan,Technology & Entrepreneurship
Entrepreneurship and Innovation,National Taiwan University,Taiwan,Technology and Entrepreneursh
Entrepreneurship and Innovation,National Taiwan University,Taiwan,Technology and Entrepreneurshi
High-tech Entrepreneurship and Operation,National Taiwan University,Taiwan,Technology & Entrepreneurship
High-tech Entrepreneurship and Operation,National Taiwan University,Taiwan,Technology and Entrepreneursh
High-tech Entrepreneurship and Operation,National Taiwan University,Taiwan,Technology and Entrepreneurshi
Information Management,National Taiwan University,Taiwan,Technology & Entrepreneurship
Information Management,National Taiwan University,Taiwan,Technology and Entrepreneursh
Information Management,National Taiwan University,Taiwan,Technology and Entrepreneurshi
Information Service Innovation Management,National Taiwan University,Taiwan,Technology & Entrepreneurship
Information Service Innovation Management,National Taiwan University,Taiwan,Technology and Entrepreneursh
Information Service Innovation Management,National Taiwan University,Taiwan,Technology and Entrepreneurshi
Introduction to Information Management,National Taiwan University,Taiwan,Technology & Entrepreneurship
Introduction to Information Management,National Taiwan University,Taiwan,Technology and Entrepreneursh
Introduction to Information Management,National Taiwan University,Taiwan,Technology and Entrepreneurshi
Marketing Management,National Taiwan University,Taiwan,Technology & Entrepreneurship
Marketing Management,National Taiwan University,Taiwan,Technology and Entrepreneursh
Marketing Management,National Taiwan University,Taiwan,Technology and Entrepreneurshi
TECHNOLOGY INNOVATIONS AND MARKETING,National Taiwan University,Taiwan,Technology & Entrepreneurship
TECHNOLOGY INNOVATIONS AND MARKETING,National Taiwan University,Taiwan,Technology and Entrepreneursh
TECHNOLOGY INNOVATIONS AND MARKETING,National Taiwan University,Taiwan,Technology and Entrepreneurshi
OPERATING SYSTEMS ,National Taiwan University,Taiwan,TE + OPIM
Bitcoin in the Big Data Era,National Taiwan University,Taiwan,Technology Studies
Blockchain and Big Data,National Taiwan University,Taiwan,Technology Studies
A HISTORY OF SOUTHEAST ASIA,National Cheng Kung University,Taiwan,Asian Studies
China's Internet Political Economy in the Globalisation,National Cheng Kung University,Taiwan,Asian Studies
Economic History Of Insular Southeast Asia In The 20th Century,National Cheng Kung University,Taiwan,Asian Studies
Mainland China's Political and Economical Affairs,National Cheng Kung University,Taiwan,Asian Studies
CREATIVE INDUSTRIES INVESTIGATION,National Cheng Kung University,Taiwan,Business Option
CULTURAL CREATIVE INDUSTRIES DEVELOPMENT:ISSUES AND STRATEGIES,National Cheng Kung University,Taiwan,Business Option
INTERNATIONAL MARKETING MANAGEMENT,National Cheng Kung University,Taiwan,Business Option
Innovation Management,National Cheng Kung University,Taiwan,Business Option
Investment Management,National Cheng Kung University,Taiwan,Business Option
PLAN INVESTMENT & EVALUATION,National Cheng Kung University,Taiwan,Business Option
PRICING STRATEGY IN CREATIVE ECONOMY,National Cheng Kung University,Taiwan,Business Option
STRATEGIC MANAGEMENT OF TECHNOLOGY AND INNOVATION,National Cheng Kung University,Taiwan,Business Option
TOURISM MANAGEMENT,National Cheng Kung University,Taiwan,Business Option
Corporate Finance I,National Cheng Kung University,Taiwan,Finance Major Elective
FINANCIAL DERIVATIVES,National Cheng Kung University,Taiwan,Finance Major Elective
INTERNATIONAL FINANCE,National Cheng Kung University,Taiwan,Finance Major Elective
International Investment,National Cheng Kung University,Taiwan,Finance Major Elective
MERGERS AND ACQUISITIONS,National Cheng Kung University,Taiwan,Finance Major Elective
Theory of Investments,National Cheng Kung University,Taiwan,Finance Major Elective
CONTENT MARKETING,National Cheng Kung University,Taiwan,Marketing Major Elective
CREATIVE MANAGEMENT AND MARKETING OF CULTURAL HERITAGE,National Cheng Kung University,Taiwan,Marketing Major Elective
Cultural Branding Strategy,National Cheng Kung University,Taiwan,Marketing Major Elective
SERVICE MANAGEMENT: FROM CHINESE PERSPECTIVES,National Cheng Kung University,Taiwan,Marketing Major Elective
SERVICES MARKETING STRATEGY,National Cheng Kung University,Taiwan,Marketing Major Elective
E-BUSINESS AND SUPPLY CHAIN MANAGEMENT,National Cheng Kung University,Taiwan,Operations Mgmt Major Elective
E-MANUFACTURING,National Cheng Kung University,Taiwan,Operations Mgmt Major Elective
PROJECT MANAGEMENT,National Cheng Kung University,Taiwan,Operations Mgmt Major Elective
ALGORITHMS,National Cheng Kung University,Taiwan,OPIM (Operations Analytics Tra
HIGH-TECH ENTREPRENEURSHIP AND VENTURE CAPITAL,National Cheng Kung University,Taiwan,Entrepreneurship Cluster
LITERARY CRITICISM,National Cheng Kung University,Taiwan,General Education - Arts
Astrology,National Cheng Kung University,Taiwan,General Education - Science
Global Operations and Logistics,National Cheng Kung University,Taiwan,Globalisation
INTERNATIONAL BUSINESS MANAGEMENT,National Cheng Kung University,Taiwan,Global and Regional Studies
INTERNATIONAL BUSINESS STRATEGY,National Cheng Kung University,Taiwan,Global and Regional Studies
INTERNATIONAL ORGANIZATIONS,National Cheng Kung University,Taiwan,Global and Regional Studies
International Business Management,National Cheng Kung University,Taiwan,Global and Regional Studies
Managerial Economics,National Cheng Kung University,Taiwan,Global and Regional Studies
DATA MINING,National Cheng Kung University,Taiwan,IS Technology Depth Elective
DIGITAL DESIGN IN CREATIVE INDUSTRIES,National Cheng Kung University,Taiwan,IS Technology Depth Elective
